date,HLCH4,HFCH4,HSFC,HSFS,HSWD,PSCH4,YJCH4,OT
2021/1/14 12:00,0.489,0.372,0.369,2.384,15.015,0.387,0.386,0.386
2021/1/14 13:00,0.478,0.355,0.339,2.379,14.904,0.364,0.435,0.356
2021/1/14 14:00,0.475,0.382,0.313,2.357,14.847,0.406,0.44,0.432
2021/1/14 15:00,0.49,0.379,0.306,2.341,14.797,0.416,0.634,0.466
2021/1/14 16:00,0.506,0.443,0.31,2.357,14.769,0.478,0.52,0.458
2021/1/14 17:00,0.488,0.429,0.322,2.365,14.744,0.469,0.443,0.555
2021/1/14 18:00,0.471,0.461,0.316,2.361,14.715,0.539,0.527,0.601
2021/1/14 19:00,0.447,0.462,0.318,2.361,14.747,0.508,0.472,0.488
2021/1/14 20:00,0.508,0.5,0.325,2.368,14.783,0.588,0.519,0.603
2021/1/14 21:00,0.38,0.467,0.324,2.372,14.825,0.524,0.434,0.569
2021/1/14 22:00,0.512,0.499,0.317,2.372,14.834,0.584,0.51,0.574
2021/1/14 23:00,0.594,0.487,0.31,2.38,14.803,0.539,0.398,0.486
2021/1/15 0:00,0.522,0.454,0.307,2.363,14.802,0.504,0.372,0.448
2021/1/15 1:00,0.398,0.378,0.315,2.366,14.806,0.404,0.31,0.415
2021/1/15 2:00,0.482,0.368,0.32,2.372,14.801,0.381,0.312,0.468
2021/1/15 3:00,0.552,0.426,0.322,2.38,14.789,0.496,0.349,0.537
2021/1/15 4:00,0.618,0.498,0.322,2.395,14.713,0.562,0.352,0.552
2021/1/15 5:00,0.638,0.436,0.318,2.399,14.765,0.49,0.361,0.525
2021/1/15 6:00,0.54,0.439,0.325,2.41,14.851,0.468,0.302,0.459
2021/1/15 7:00,0.364,0.337,0.32,2.416,14.9,0.341,0.286,0.371
2021/1/15 8:00,0.288,0.317,0.309,2.418,14.9,0.315,0.41,0.352
2021/1/15 9:00,0.259,0.283,0.306,2.416,14.953,0.265,0.367,0.3
2021/1/15 10:00,0.425,0.41,0.316,2.406,15.072,0.353,0.406,0.313
2021/1/15 11:00,0.668,0.472,0.316,2.415,14.903,0.43,0.677,0.325
2021/1/15 12:00,0.653,0.247,0.33,2.409,14.899,0.226,0.272,0.301
2021/1/15 13:00,0.627,0.248,0.427,2.4,14.817,0.228,0.209,0.296
2021/1/15 14:00,0.441,0.258,0.5,2.418,14.752,0.239,0.636,0.311
2021/1/15 15:00,0.481,0.262,0.5,2.407,14.7,0.257,0.559,0.353
2021/1/15 16:00,0.462,0.345,0.5,2.404,14.7,0.367,0.433,0.466
2021/1/15 17:00,0.597,0.294,0.501,2.422,14.7,0.283,0.538,0.338
2021/1/15 18:00,0.575,0.246,0.5,2.426,14.7,0.223,0.624,0.287
2021/1/15 19:00,0.545,0.226,0.501,2.416,14.646,0.202,0.59,0.302
2021/1/15 20:00,0.513,0.233,0.501,2.416,14.6,0.23,0.498,0.335
2021/1/15 21:00,0.636,0.388,0.501,2.4,14.579,0.421,0.569,0.445
2021/1/15 22:00,0.432,0.348,0.501,2.414,14.583,0.376,0.476,0.401
2021/1/15 23:00,0.543,0.4,0.501,2.422,14.598,0.466,0.551,0.544
2021/1/16 0:00,0.51,0.456,0.5,2.411,14.6,0.505,0.463,0.53
2021/1/16 1:00,0.464,0.406,0.5,2.408,14.642,0.441,0.396,0.525
2021/1/16 2:00,0.609,0.443,0.5,2.411,14.688,0.515,0.406,0.639
2021/1/16 3:00,0.622,0.458,0.501,2.413,14.7,0.513,0.411,0.639
2021/1/16 4:00,0.633,0.434,0.5,2.413,14.7,0.499,0.436,0.654
2021/1/16 5:00,0.51,0.406,0.5,2.396,14.756,0.439,0.351,0.56
2021/1/16 6:00,0.575,0.437,0.5,2.416,14.802,0.502,0.52,0.663
2021/1/16 7:00,0.584,0.446,0.5,2.406,14.848,0.501,0.504,0.586
2021/1/16 8:00,0.597,0.443,0.5,2.432,14.898,0.495,0.448,0.539
2021/1/16 9:00,0.472,0.346,0.5,2.433,14.901,0.351,0.275,0.374
2021/1/16 10:00,0.42,0.298,0.503,2.435,14.978,0.289,0.259,0.333
2021/1/16 11:00,0.41,0.29,0.5,2.437,15.172,0.282,0.258,0.333
2021/1/16 12:00,0.48,0.279,0.5,2.424,15.1,0.269,0.244,0.327
2021/1/16 13:00,0.344,0.264,0.5,2.434,15.034,0.248,0.207,0.323
2021/1/16 14:00,0.315,0.252,0.501,2.429,14.918,0.234,0.192,0.315
2021/1/16 15:00,0.301,0.231,0.5,2.409,14.766,0.204,0.169,0.324
2021/1/16 16:00,0.299,0.218,0.501,2.407,14.687,0.188,0.151,0.313
2021/1/16 17:00,0.284,0.241,0.5,2.411,14.6,0.226,0.156,0.327
2021/1/16 18:00,0.453,0.318,0.5,2.407,14.536,0.359,0.464,0.467
2021/1/16 19:00,0.528,0.42,0.503,2.404,14.5,0.462,0.424,0.46
2021/1/16 20:00,0.495,0.412,0.504,2.404,14.5,0.463,0.419,0.432
2021/1/16 21:00,0.522,0.413,0.5,2.417,14.547,0.471,0.52,0.501
2021/1/16 22:00,0.566,0.485,0.713,2.422,14.585,0.56,0.53,0.612
2021/1/16 23:00,0.58,0.447,0.937,2.43,14.599,0.501,0.473,0.559
2021/1/17 0:00,0.51,0.409,0.905,2.443,14.6,0,0.409,0.537
2021/1/17 1:00,0.464,0.386,0.903,2.426,14.6,0,0.401,0.555
2021/1/17 2:00,0.609,0.385,0.905,2.44,14.605,0,0.325,0.608
2021/1/17 3:00,0.622,0.432,0.905,2.444,14.628,0,0.403,0.587
2021/1/17 4:00,0.633,0.49,0.904,2.438,14.634,0,0.409,0.555
2021/1/17 5:00,0.51,0.454,0.901,2.44,14.613,0,0.425,0.55
2021/1/17 6:00,0.575,0.494,0.903,2.429,14.613,0,0.46,0.538
2021/1/17 7:00,0.584,0.456,0.902,2.432,14.678,0,0.384,0.535
2021/1/17 8:00,0.597,0.464,0.903,2.417,14.682,0,0.518,0.629
2021/1/17 9:00,0.472,0.482,0.901,2.408,14.62,0,0.476,0.603
2021/1/17 10:00,0.42,0.378,0.901,2.429,14.687,0,0.444,0.42
2021/1/17 11:00,0.41,0.343,0.931,2.414,14.689,0,0.391,0.334
2021/1/17 12:00,0.48,0.337,0.342,2.403,14.614,0,0.318,0.32
2021/1/17 13:00,0.344,0.325,0.101,2.402,14.6,0,0.274,0.322
2021/1/17 14:00,0.315,0.301,0.1,2.407,14.574,0,0.196,0.315
2021/1/17 15:00,0.301,0.368,0.1,2.386,14.484,0,0.303,0.383
2021/1/17 16:00,0.299,0.465,0.1,2.392,14.404,0,0.379,0.497
2021/1/17 17:00,0.284,0.454,0.101,2.382,14.4,0,0.499,0.517
2021/1/17 18:00,0.453,0.528,0.1,2.386,14.4,0,0.536,0.583
2021/1/17 19:00,0.528,0.506,0.101,2.404,14.443,0,0.548,0.547
2021/1/17 20:00,0.495,0.47,0.1,2.39,14.496,0,0.454,0.559
2021/1/17 21:00,0.522,0.521,0.101,2.378,14.5,0,0.552,0.658
2021/1/17 22:00,0.566,0.551,0.101,2.389,14.54,0,0.563,0.623
2021/1/17 23:00,0.58,0.557,0.1,2.392,14.599,0,0.505,0.648
2021/1/18 0:00,0.609,0.499,0.1,2.388,14.6,0.575,0.491,0.619
2021/1/18 1:00,0.682,0.52,0.101,2.394,14.6,0.614,0.555,0.612
2021/1/18 2:00,0.644,0.501,0.1,2.401,14.6,0.578,0.565,0.559
2021/1/18 3:00,0.606,0.541,0.102,2.378,14.6,0.641,0.505,0.599
2021/1/18 4:00,0.518,0.517,0.101,2.38,14.601,0.603,0.426,0.65
2021/1/18 5:00,0.58,0.525,0.47,2.364,14.601,0.619,0.475,0.626
2021/1/18 6:00,0.547,0.533,0.5,2.378,14.603,0.621,0.455,0.579
2021/1/18 7:00,0.63,0.549,0.5,2.372,14.654,0.654,0.504,0.581
2021/1/18 8:00,0.479,0.52,0.501,2.382,14.692,0.606,0.404,0.539
2021/1/18 9:00,0.54,0.475,0.477,2.371,14.656,0.534,0.415,0.539
2021/1/18 10:00,0.482,0.371,0.408,2.407,14.855,0.39,0.279,0.394
2021/1/18 11:00,0.397,0.35,0.401,2.387,14.756,0.367,0.256,0.356
2021/1/18 12:00,0.37,0.339,0.403,2.378,14.789,0.355,0.226,0.346
2021/1/18 13:00,0.282,0.326,0.406,2.368,14.761,0.332,0.186,0.33
2021/1/18 14:00,0.318,0.315,0.402,2.377,14.69,0.329,0.18,0.358
2021/1/18 15:00,0.594,0.491,0.401,2.351,14.651,0.593,0.439,0.589
2021/1/18 16:00,0.595,0.554,0.402,2.348,14.566,0.644,0.41,0.608
2021/1/18 17:00,0.529,0.512,0.401,2.348,14.518,0.592,0.379,0.521
2021/1/18 18:00,0.511,0.492,0.4,2.352,14.523,0.581,0.416,0.562
2021/1/18 19:00,0.554,0.555,0.401,2.346,14.555,0.662,0.47,0.641
2021/1/18 20:00,0.532,0.556,0.402,2.339,14.6,0.645,0.462,0.607
2021/1/18 21:00,0.478,0.548,0.4,2.369,14.682,0.643,0.426,0.572
2021/1/18 22:00,0.57,0.523,0.4,2.347,14.7,0.622,0.52,0.589
2021/1/18 23:00,0.559,0.535,0.401,2.34,14.699,0.617,0.424,0.604
2021/1/19 0:00,0.51,0.5,0.4,2.338,14.671,0.589,0.392,0.566
2021/1/19 1:00,0.516,0.507,0.401,2.357,14.632,0.586,0.396,0.559
2021/1/19 2:00,0.515,0.491,0.4,2.348,14.61,0.556,0.361,0.542
2021/1/19 3:00,0.485,0.446,0.401,2.352,14.6,0.512,0.344,0.523
2021/1/19 4:00,0.505,0.473,0.4,2.347,14.598,0.543,0.398,0.51
2021/1/19 5:00,0.551,0.49,0.4,2.349,14.563,0.568,0.48,0.578
2021/1/19 6:00,0.532,0.531,0.401,2.351,14.519,0.621,0.444,0.616
2021/1/19 7:00,0.619,0.524,0.4,2.345,14.582,0.61,0.498,0.594
2021/1/19 8:00,0.491,0.433,0.423,2.373,14.596,0.47,0.346,0.485
2021/1/19 9:00,0.447,0.357,0.505,2.366,14.6,0.377,0.293,0.421
2021/1/19 10:00,0.522,0.329,0.497,2.384,14.6,0.334,0.274,0.379
2021/1/19 11:00,0.543,0.335,0.409,2.21,14.619,0.354,0.299,0.388
2021/1/19 12:00,0.536,0.322,0.438,2.362,14.583,0.329,0.273,0.363
2021/1/19 13:00,0.497,0.321,0.4,2.357,14.577,0.328,0.27,0.35
2021/1/19 14:00,0.443,0.298,0.4,2.357,14.638,0.296,0.247,0.325
2021/1/19 15:00,0.502,0.385,0.4,2.335,14.475,0.457,0.43,0.46
2021/1/19 16:00,0.589,0.562,0.4,2.334,14.403,0.663,0.481,0.619
2021/1/19 17:00,0.582,0.542,0.4,2.323,14.407,0.633,0.457,0.575
2021/1/19 18:00,0.518,0.496,0.4,2.327,14.482,0.561,0.394,0.508
2021/1/19 19:00,0.463,0.45,0.4,2.335,14.501,0.515,0.4,0.487
2021/1/19 20:00,0.51,0.48,0.4,2.344,14.501,0.566,0.427,0.573
2021/1/19 21:00,0.637,0.56,0.4,2.337,14.501,0.669,0.459,0.645
2021/1/19 22:00,0.613,0.542,0.4,2.352,14.522,0.638,0.448,0.624
2021/1/19 23:00,0.515,0.5,0.4,2.371,14.545,0.57,0.365,0.581
2021/1/20 0:00,0.459,0.412,0.401,2.377,14.578,0.46,0.321,0.481
2021/1/20 1:00,0.548,0.475,0.401,2.359,14.596,0.561,0.475,0.606
2021/1/20 2:00,0.599,0.543,0.4,2.368,14.598,0.633,0.469,0.603
2021/1/20 3:00,0.607,0.538,0.4,2.367,14.6,0.636,0.478,0.587
2021/1/20 4:00,0.523,0.504,0.4,2.355,14.6,0.586,0.427,0.609
2021/1/20 5:00,0.576,0.539,0.4,2.364,14.6,0.648,0.47,0.67
2021/1/20 6:00,0.571,0.539,0.401,2.322,14.641,0.639,0.447,0.647
2021/1/20 7:00,0.534,0.525,0.4,2.349,14.696,0.606,0.41,0.599
2021/1/20 8:00,0.517,0.491,0.4,2.363,14.693,0.567,0.399,0.585
2021/1/20 9:00,0.428,0.426,0.4,2.35,14.694,0.474,0.306,0.486
2021/1/20 10:00,0.453,0.358,0.4,2.355,14.783,0.369,0.188,0.415
2021/1/20 11:00,0.431,0.334,0.4,2.33,14.898,0.346,0.177,0.396
2021/1/20 12:00,0.386,0.316,0.415,2.365,14.746,0.319,0.158,0.377
2021/1/20 13:00,0.38,0.323,0.415,2.354,14.757,0.332,0.166,0.39
2021/1/20 14:00,0.314,0.307,0.4,2.372,14.785,0.307,0.138,0.412
2021/1/20 15:00,0.51,0.363,0.4,2.343,14.628,0.399,0.334,0.418
2021/1/20 16:00,0.472,0.472,0.402,2.335,14.6,0.557,0.383,0.586
2021/1/20 17:00,0.473,0.507,0.4,2.334,14.6,0.58,0.388,0.577
2021/1/20 18:00,0.415,0.428,0.4,2.321,14.6,0.484,0.314,0.54
2021/1/20 19:00,0.419,0.472,0.4,2.324,14.6,0.533,0.313,0.558
2021/1/20 20:00,0.4,0.414,0.4,2.314,14.6,0.463,0.253,0.488
2021/1/20 21:00,0.463,0.456,0.401,2.326,14.6,0.519,0.323,0.537
2021/1/20 22:00,0.495,0.506,0.403,2.323,14.602,0.595,0.448,0.605
2021/1/20 23:00,0.547,0.516,0.4,2.318,14.635,0.601,0.415,0.625
2021/1/21 0:00,0.449,0.425,0.4,2.345,14.669,0.471,0.35,0.508
2021/1/21 1:00,0.409,0.448,0.401,2.337,14.675,0.513,0.313,0.53
2021/1/21 2:00,0.582,0.472,0.403,2.321,14.699,0.555,0.431,0.578
2021/1/21 3:00,0.599,0.524,0.401,2.329,14.7,0.62,0.422,0.657
2021/1/21 4:00,0.587,0.517,0.4,2.33,14.7,0.591,0.392,0.592
2021/1/21 5:00,0.53,0.497,0.4,2.331,14.701,0.571,0.385,0.609
2021/1/21 6:00,0.375,0.45,0.4,2.349,14.715,0.509,0.314,0.546
2021/1/21 7:00,0.477,0.421,0.4,2.349,14.715,0.484,0.376,0.55
2021/1/21 8:00,0.477,0.418,0.403,2.368,14.7,0.45,0.319,0.502
2021/1/21 9:00,0.419,0.344,0.444,2.357,14.7,0.357,0.593,0.441
2021/1/21 10:00,0.354,0.315,0.6,2.353,14.7,0.315,0.263,0.398
2021/1/21 11:00,0.315,0.276,0.6,2.339,14.7,0.272,0.201,0.337
2021/1/21 12:00,0.373,0.271,0.6,2.346,14.781,0.272,0.139,0.336
2021/1/21 13:00,0.385,0.28,0.6,2.341,14.818,0.283,0.176,0.338
2021/1/21 14:00,0.434,0.281,0.6,2.339,14.75,0.288,0.217,0.35
2021/1/21 15:00,0.557,0.392,0.601,2.314,14.794,0.463,0.315,0.494
2021/1/21 16:00,0.617,0.431,0.6,2.307,14.709,0.495,0.319,0.505
2021/1/21 17:00,0.55,0.433,0.6,2.319,14.695,0.491,0.289,0.457
2021/1/21 18:00,0.603,0.392,0.6,2.323,14.695,0.462,0.363,0.465
2021/1/21 19:00,0.655,0.467,0.6,2.326,14.69,0.555,0.396,0.578
2021/1/21 20:00,0.562,0.521,0.6,2.315,14.7,0.635,0.437,0.703
2021/1/21 21:00,0.429,0.478,0.6,2.329,14.7,0.555,0.319,0.564
2021/1/21 22:00,0.607,0.492,0.6,2.315,14.71,0.605,0.492,0.631
2021/1/21 23:00,0.549,0.549,0.6,2.321,14.751,0.664,0.524,0.662
2021/1/22 0:00,0.49,0.525,0.601,2.323,14.798,0.627,0.379,0.605
2021/1/22 1:00,0.564,0.525,0.6,2.328,14.826,0.632,0.405,0.613
2021/1/22 2:00,0.476,0.529,0.6,2.349,14.87,0.638,0.463,0.603
2021/1/22 3:00,0.621,0.571,0.6,2.331,14.887,0.698,0.495,0.671
2021/1/22 4:00,0.6,0.548,0.6,2.334,14.899,0.652,0.459,0.637
2021/1/22 5:00,0.522,0.549,0.6,2.332,14.9,0.673,0.417,0.652
2021/1/22 6:00,0.439,0.532,0.6,2.342,14.916,0.637,0.391,0.605
2021/1/22 7:00,0.541,0.552,0.6,2.328,14.919,0.667,0.476,0.636
2021/1/22 8:00,0.436,0.521,0.6,2.329,14.901,0.62,0.406,0.626
2021/1/22 9:00,0.425,0.463,0.6,2.361,14.916,0.523,0.316,0.523
2021/1/22 10:00,0.314,0.368,0.6,2.37,14.999,0.391,0.216,0.378
2021/1/22 11:00,0.301,0.34,0.601,2.345,15.001,0.359,0.202,0.344
2021/1/22 12:00,0.292,0.33,0.6,2.311,15.021,0.352,0.191,0.33
2021/1/22 13:00,0.295,0.311,0.6,2.334,15.055,0.32,0.164,0.308
2021/1/22 14:00,0.311,0.307,0.6,2.324,14.969,0.332,0.18,0.345
2021/1/22 15:00,0.39,0.379,0.6,2.321,14.896,0.428,0.251,0.39
2021/1/22 16:00,0.563,0.437,0.6,2.309,14.814,0.522,0.435,0.534
2021/1/22 17:00,0.576,0.523,0.6,2.315,14.796,0.627,0.466,0.622
2021/1/22 18:00,0.458,0.502,0.6,2.309,14.797,0.593,0.39,0.548
2021/1/22 19:00,0.575,0.423,0.6,2.317,14.801,0.477,0.503,0.429
2021/1/22 20:00,0.609,0.449,0.6,2.309,14.807,0.55,0.371,0.559
2021/1/22 21:00,0.644,0.54,0.6,2.294,14.879,0.643,0.411,0.639
2021/1/22 22:00,0.636,0.535,0.6,2.312,14.9,0.652,0.442,0.598
2021/1/22 23:00,0.543,0.523,0.6,2.323,14.9,0.624,0.458,0.589
2021/1/23 0:00,0.465,0.53,0.6,2.327,14.9,0.636,0.43,0.617
2021/1/23 1:00,0.533,0.548,0.6,2.316,14.91,0.657,0.433,0.588
2021/1/23 2:00,0.51,0.518,0.6,2.347,14.995,0.617,0.409,0.565
2021/1/23 3:00,0.407,0.489,0.6,2.329,15.018,0.569,0.362,0.543
2021/1/23 4:00,0.567,0.514,0.6,2.303,15.013,0.611,0.446,0.621
2021/1/23 5:00,0.569,0.558,0.6,2.298,15.003,0.671,0.469,0.641
2021/1/23 6:00,0.503,0.542,0.6,2.304,15.017,0.644,0.413,0.561
2021/1/23 7:00,0.426,0.502,0.6,2.316,15.056,0.587,0.362,0.518
2021/1/23 8:00,0.369,0.476,0.6,2.323,15.063,0.557,0.307,0.518
2021/1/23 9:00,0.449,0.477,0.6,2.325,15.063,0.56,0.444,0.531
2021/1/23 10:00,0.327,0.395,0.6,2.33,15.097,0.42,0.352,0.399
2021/1/23 11:00,0.35,0.34,0.6,2.338,15.1,0.355,0.592,0.387
2021/1/23 12:00,0.68,0.317,0.464,2.335,15.198,0.325,0.576,0.349
2021/1/23 13:00,0.697,0.305,0.2,2.35,15.219,0.312,0.556,0.338
2021/1/23 14:00,0.602,0.307,0.2,2.334,15.107,0.317,0.515,0.341
2021/1/23 15:00,0.573,0.31,0.2,2.314,14.97,0.325,0.289,0.258
2021/1/23 16:00,0.633,0.332,0.201,2.313,14.9,0.385,0.415,0.337
2021/1/23 17:00,0.622,0.448,0.202,2.327,14.9,0.513,0.544,0.44
2021/1/23 18:00,0.616,0.41,0.2,2.321,14.9,0.462,0.453,0.413
2021/1/23 19:00,0.499,0.38,0.2,2.336,14.94,0.427,0.41,0.438
2021/1/23 20:00,0.639,0.457,0.201,2.312,14.964,0.547,0.616,0.567
2021/1/23 21:00,0.631,0.467,0.2,2.32,14.987,0.542,0.581,0.561
2021/1/23 22:00,0.613,0.451,0.2,2.299,14.995,0.526,0.561,0.622
2021/1/23 23:00,0.582,0.457,0.201,2.319,15,0.516,0.562,0.537
2021/1/24 0:00,0.546,0.375,0.201,2.33,14.998,0.407,0.437,0.483
2021/1/24 1:00,0.623,0.468,0.202,2.311,14.997,0.568,0.435,0.62
2021/1/24 2:00,0.47,0.416,0.2,2.329,15,0.458,0.319,0.493
2021/1/24 3:00,0.508,0.428,0.201,2.309,15.001,0.502,0.358,0.516
2021/1/24 4:00,0.414,0.452,0.2,2.314,15.043,0.508,0.381,0.502
2021/1/24 5:00,0.562,0.514,0.2,2.315,15.079,0.618,0.477,0.655
2021/1/24 6:00,0.529,0.477,0.201,2.298,15.1,0.543,0.368,0.532
2021/1/24 7:00,0.467,0.504,0.2,2.305,15.105,0.595,0.389,0.575
2021/1/24 8:00,0.434,0.402,0.203,2.312,15.112,0.437,0.446,0.51
2021/1/24 9:00,0.246,0.343,0.2,2.328,15.161,0.358,0.352,0.295
2021/1/24 10:00,0.191,0.283,0.202,2.322,15.2,0.273,0.265,0.33
2021/1/24 11:00,0.191,0.266,0.2,2.345,15.292,0.252,0.252,0.356
2021/1/24 12:00,0.204,0.263,0.2,2.326,15.304,0.251,0.281,0.361
2021/1/24 13:00,0.254,0.257,0.2,2.312,15.403,0.241,0.258,0.308
2021/1/24 14:00,0.366,0.242,0.2,2.312,15.198,0.23,0.14,0.258
2021/1/24 15:00,0.496,0.376,0.2,2.276,15.103,0.43,0.305,0.452
2021/1/24 16:00,0.514,0.349,0.2,2.293,15.1,0.381,0.341,0.402
2021/1/24 17:00,0.579,0.388,0.2,2.286,15.098,0.436,0.467,0.478
2021/1/24 18:00,0.484,0.394,0.2,2.288,15.1,0.435,0.432,0.496
2021/1/24 19:00,0.49,0.35,0.201,2.277,15.099,0.37,0.352,0.456
2021/1/24 20:00,0.544,0.42,0.201,2.276,15.085,0.482,0.441,0.513
2021/1/24 21:00,0.506,0.373,0.2,2.27,15.059,0.414,0.479,0.443
2021/1/24 22:00,0.571,0.399,0.201,2.281,15.031,0.461,0.483,0.531
2021/1/24 23:00,0.528,0.4,0.201,2.295,15.022,0.443,0.469,0.48
2021/1/25 0:00,0.533,0.441,0.206,2.283,15.001,0.511,0.492,0.51
2021/1/25 1:00,0.518,0.41,0.202,2.321,15.011,0.47,0.403,0.511
2021/1/25 2:00,0.568,0.486,0.2,2.312,15.063,0.581,0.503,0.607
2021/1/25 3:00,0.432,0.447,0.2,2.3,15.099,0.511,0.4,0.562
2021/1/25 4:00,0.5,0.514,0.202,2.303,15.099,0.613,0.523,0.716
2021/1/25 5:00,0.541,0.517,0.2,2.286,15.112,0.607,0.502,0.709
2021/1/25 6:00,0.556,0.534,0.2,2.286,15.199,0.645,0.513,0.718
2021/1/25 7:00,0.391,0.478,0.201,2.282,15.2,0.545,0.447,0.623
2021/1/25 8:00,0.493,0.533,0.2,2.287,15.2,0.645,0.582,0.671
2021/1/25 9:00,0.443,0.511,0.2,2.298,15.2,0.589,0.503,0.584
2021/1/25 10:00,0.515,0.406,0.201,2.309,15.267,0.441,0.451,0.53
2021/1/25 11:00,0.472,0.422,0.2,2.292,15.3,0.418,0.356,0.458
2021/1/25 12:00,0.456,0.389,0.13,2.283,15.279,0.374,0.359,0.399
2021/1/25 13:00,0.435,0.36,0.007,2.283,15.203,0.335,0.351,0.346
2021/1/25 14:00,0.391,0.34,0.006,2.303,15.244,0.308,0.266,0.344
2021/1/25 15:00,0.481,0.341,0.013,2.285,15.289,0.321,0.435,0.331
2021/1/25 16:00,0.525,0.413,0.011,2.281,15.199,0.42,0.572,0.441
2021/1/25 17:00,0.567,0.474,0.021,2.277,15.133,0.504,0.486,0.534
2021/1/25 18:00,0.635,0.508,0.01,2.283,15.1,0.55,0.615,0.505
2021/1/25 19:00,0.667,0.477,0.035,2.289,15.1,0.509,0.592,0.49
2021/1/25 20:00,0.644,0.534,0.1,2.311,15.1,0.593,0.589,0.577
2021/1/25 21:00,0.525,0.465,0.1,2.298,15.142,0.485,0.44,0.5
2021/1/25 22:00,0.555,0.506,0.1,2.301,15.27,0.563,0.539,0.497
2021/1/25 23:00,0.499,0.525,0.1,2.311,15.174,0.569,0.418,0.495
2021/1/26 0:00,0.389,0.436,0.1,2.318,15.107,0.435,0.314,0.416
2021/1/26 1:00,0.42,0.43,0.1,2.305,15.1,0.454,0.363,0.431
2021/1/26 2:00,0.529,0.464,0.1,2.33,15.1,0.488,0.391,0.447
2021/1/26 3:00,0.537,0.506,0.1,2.33,15.1,0.545,0.466,0.484
2021/1/26 4:00,0.519,0.521,0.101,2.342,15.093,0.585,0.427,0.608
2021/1/26 5:00,0.497,0.523,0.1,2.333,15.092,0.567,0.451,0.583
2021/1/26 6:00,0.551,0.552,0.102,2.336,15.1,0.627,0.477,0.605
2021/1/26 7:00,0.51,0.509,0.101,2.332,15.101,0.536,0.496,0.493
2021/1/26 8:00,0.572,0.568,0.101,2.33,15.1,0.659,0.6,0.586
2021/1/26 9:00,0.573,0.566,0.101,2.325,15.1,0.615,0.483,0.583
2021/1/26 10:00,0.534,0.434,0.11,2.33,15.101,0.433,0.516,0.463
2021/1/26 11:00,0.432,0.382,0.1,2.329,15.104,0.365,0.429,0.35
2021/1/26 12:00,0.415,0.362,0.101,2.321,15.143,0.341,0.435,0.334
2021/1/26 13:00,0.395,0.35,0.1,2.301,15.107,0.325,0.402,0.315
2021/1/26 14:00,0.363,0.331,0.1,2.331,15.173,0.305,0.394,0.308
2021/1/26 15:00,0.469,0.333,0.1,2.322,14.987,0.309,0.491,0.417
2021/1/26 16:00,0.327,0.324,0.1,2.332,14.901,0.293,0.513,0.334
2021/1/26 17:00,0.367,0.363,0.101,2.324,14.854,0.365,0.581,0.386
2021/1/26 18:00,0.424,0.4,0.101,2.322,14.801,0.403,0.548,0.457
2021/1/26 19:00,0.476,0.463,0.102,2.327,14.79,0.503,0.493,0.53
2021/1/26 20:00,0.558,0.461,0.1,2.321,14.797,0.506,0.54,0.561
2021/1/26 21:00,0.594,0.522,0.101,2.329,14.798,0.567,0.53,0.665
2021/1/26 22:00,0.567,0.501,0.1,2.332,14.799,0.551,0.565,0.589
2021/1/26 23:00,0.634,0.532,0.1,2.324,14.806,0.604,0.627,0.673
2021/1/27 0:00,0.59,0.521,0.1,2.347,14.872,0.568,0.637,0.608
2021/1/27 1:00,0.638,0.571,0.1,2.32,14.896,0.663,0.483,0.659
2021/1/27 2:00,0.515,0.522,0.1,2.334,14.9,0.557,0.337,0.453
2021/1/27 3:00,0.563,0.485,0.1,2.33,14.9,0.539,0.361,0.463
2021/1/27 4:00,0.502,0.505,0.1,2.337,14.88,0.536,0.39,0.435
2021/1/27 5:00,0.581,0.515,0.1,2.33,14.865,0.584,0.463,0.505
2021/1/27 6:00,0.654,0.591,0.1,2.323,14.895,0.685,0.544,0.577
2021/1/27 7:00,0.587,0.532,0.1,2.337,14.864,0.585,0.505,0.506
2021/1/27 8:00,0.638,0.586,0.1,2.343,14.807,0.683,0.573,0.649
2021/1/27 9:00,0.438,0.555,0.1,2.341,14.828,0.608,0.499,0.589
2021/1/27 10:00,0.601,0.447,0.1,2.341,14.899,0.451,0.484,0.551
2021/1/27 11:00,0.547,0.377,0.1,2.341,14.934,0.363,0.616,0.494
2021/1/27 12:00,0.523,0.36,0.1,2.342,14.907,0.344,0.591,0.462
2021/1/27 13:00,0.531,0.376,0.1,2.333,14.928,0.369,0.527,0.466
2021/1/27 14:00,0.424,0.357,0.1,2.337,14.969,0.338,0.341,0.36
2021/1/27 15:00,0.309,0.334,0.1,2.327,14.847,0.31,0.418,0.333
2021/1/27 16:00,0.354,0.327,0.1,2.337,14.713,0.307,0.363,0.309
2021/1/27 17:00,0.483,0.386,0.1,2.318,14.662,0.396,0.41,0.41
2021/1/27 18:00,0.548,0.49,0.1,2.322,14.61,0.541,0.448,0.478
2021/1/27 19:00,0.574,0.444,0.1,2.325,14.606,0.456,0.42,0.452
2021/1/27 20:00,0.55,0.471,0.1,2.312,14.6,0.533,0.565,0.526
2021/1/27 21:00,0.621,0.554,0.1,2.306,14.608,0.623,0.58,0.618
2021/1/27 22:00,0.575,0.537,0.1,2.322,14.685,0.593,0.563,0.626
2021/1/27 23:00,0.471,0.464,0.102,2.33,14.7,0.495,0.594,0.501
2021/1/28 0:00,0.474,0.435,0.103,2.326,14.698,0.458,0.515,0.417
